one-time initialization function for fiveStringShapes	retain	1
one-time initialization function for stringValuedShapes	release	2
one-time initialization function for stringValuedShapes	retain	1
quote(_:)	release	2
quote(_:)	retain	2
runChild(shape:taskName:path:)	release	21
runChild(shape:taskName:path:)	retain	11
runCount(shape:taskName:path:k:)	release	21
runCount(shape:taskName:path:k:)	retain	11
specialized closure #2 in allAxes()	release	12
specialized closure #2 in allAxes()	retain	2
specialized closure #3 in allAxes()	release	11
specialized closure #3 in allAxes()	retain	2
specialized closure #4 in allAxes()	release	11
specialized closure #4 in allAxes()	retain	2
specialized closure #6 in allAxes()	release	4
specialized closure #6 in allAxes()	retain	1
specialized closure #7 in allAxes()	release	4
specialized closure #7 in allAxes()	retain	1
specialized closure #8 in allAxes()	release	8
specialized closure #8 in allAxes()	retain	2
specialized static Doc2._assay(from:into:at:)	release	13
specialized static Doc2._assay(from:into:at:)	retain	2
specialized static Doc20._assay(from:into:at:)	release	13
specialized static Doc20._assay(from:into:at:)	retain	2
specialized static Doc5._assay(from:into:at:)	release	13
specialized static Doc5._assay(from:into:at:)	retain	2
specialized static DocArray._assay(from:into:at:)	release	13
specialized static DocArray._assay(from:into:at:)	retain	2
specialized static DocBool._assay(from:into:at:)	release	13
specialized static DocBool._assay(from:into:at:)	retain	2
specialized static DocDouble._assay(from:into:at:)	release	13
specialized static DocDouble._assay(from:into:at:)	retain	2
specialized static DocInt._assay(from:into:at:)	release	13
specialized static DocInt._assay(from:into:at:)	retain	2
specialized static DocLongKeys._assay(from:into:at:)	release	13
specialized static DocLongKeys._assay(from:into:at:)	retain	2
specialized static DocNested._assay(from:into:at:)	release	12
specialized static DocNested._assay(from:into:at:)	retain	2
specialized static DocOptional._assay(from:into:at:)	release	13
specialized static DocOptional._assay(from:into:at:)	retain	2
specialized static DocPrefix._assay(from:into:at:)	release	13
specialized static DocPrefix._assay(from:into:at:)	retain	2
specialized static DocValidated._assay(from:into:at:)	release	13
specialized static DocValidated._assay(from:into:at:)	retain	2
specialized static M2._assay(from:into:at:)	release	14
specialized static M20._assay(from:into:at:)	release	462
specialized static M5._assay(from:into:at:)	release	46
specialized static MArray._assay(from:into:at:)	release	53
specialized static MArray._assay(from:into:at:)	retain	1
specialized static MInner1._assay(from:into:at:)	release	14
specialized static MInner2._assay(from:into:at:)	release	6
specialized static MLongKeys._assay(from:into:at:)	release	46
specialized static MNested._assay(from:into:at:)	release	47
specialized static MOptional._assay(from:into:at:)	release	26
specialized static MPrefix._assay(from:into:at:)	release	14
specialized static MValidated._assay(from:into:at:)	release	53
specialized static MValidated._assay(from:into:at:)	retain	6
specialized static MValidated._assayCheck(_:into:at:)	release	5
specialized static MValidated._assayCheck(_:into:at:)	retain	5
walk(_:_:)	conditional-runtime-cast	1
walk(_:_:)	release	7
